samples,mean_var,abs_err
100,0.023717499235903022,0.0023434848506323257
500,0.023704478486029915,0.0012688350314476468
1000,0.023750291611001808,0.0008544718976780177
5000,0.023951947753932803,0.00036939904460856534
10000,0.023948714851699027,0.0002769516393493856
25000,0.02397217728759606,0.00017688562726830452
50000,0.023994573383949568,0.0001199514271475956
